"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"2ae407be7d42c5a7fa8ee8a2b1dc95dd09d456525afc73c45d0cddf28fb38db141a71d70ccba0cdb8857892595f01f034fe6c7afe79ce372eaceb2c8fc6a1382",,"2026-04-16T12:44:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-16T15:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","6748","N","SHERIDAN RD","2432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","12","5","4","42.0049918343","-87.6610165901","POINT (-87.661016590088 42.00499183434)"
"01b8c5b476167350e3f16c11c41a938eab53a23980eecbf5382c6e13eabc1d31d1613a7bb8dc404ce2ec98a8c0f5361df9bb9d6d4e42d3989d9642f0f456c3c9",,"2026-04-16T12:37:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T18:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3400","W","AUGUSTA BLVD","1121",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","4","41.8992581541","-87.7116190981","POINT (-87.711619098132 41.899258154129)"
"7c759ea5c68ef01347bb0d4506cdf2636aee629bae64574e82799a40e6846d91c921a3fca3f205f458f77567a136b94aa6bd471cd22430b121caba17365f038c",,"2026-04-16T12:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2026-04-16T12:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1737","W","FULLERTON AVE","1811",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","7","0","12","5","4","41.9249893916","-87.6721516741","POINT (-87.672151674122 41.924989391606)"
"310fe75f38f361247bc78d85576b4c5f29b2bfd4e76e54a8b0ad63c650673885b68da930033553a1c8d7a5c2e602480bcb792d6f7f387b6f23947e909dd4871d",,"2026-04-16T12:25:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2026-04-16T12:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","8232","W","IRVING PARK RD","1614",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","12","5","4","41.9522400768","-87.8330917461","POINT (-87.833091746086 41.952240076817)"
"978e2c0694fb630acbf7e85a97bc7c5ae34e149dad2d1326037df62b449504f639b1dfd933e25b7ba0c3573480e2db5a2c794d966779644de5292b9e51de0754",,"2026-04-16T12:20:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"CURVE, LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2026-04-16T14:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1000","N","LAKE SHORE DR SB","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","4","41.9009589191","-87.6199281737","POINT (-87.619928173678 41.900958919109)"
"b21d237c8fd56ada99c8bdf9f2b091a75cbe8549a08525461125fbf911beb565fa6d6f3bf9e1c1ddd17d34db47aae62f8bfcebc5d3842c78b98e9203e15e0ef4",,"2026-04-16T11:58:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T12:01:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","698","S","CICERO AVE","1533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","4","41.8720821389","-87.7450795354","POINT (-87.745079535402 41.87208213885)"
"5dda5a343edaaae3226077806c6caedc218913534e19065cc7cacb1559e3295ba74cc2ef702bb77d64662b9faea29146af398601a902920ec942b831ffb00d23",,"2026-04-16T11:55:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T13:05:00.000","IMPROPER LANE USAGE","FAILING TO REDUCE SPEED TO AVOID CRASH","145","W","NORTH AVE","1821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","4","41.9110523773","-87.6334042645","POINT (-87.633404264487 41.911052377332)"
"b0d861d4fca2603bae83b92784f8ee8bbbe0e56597f99687c95eb24cd3556c7405196b2891378fa0e7efc9ed7e110db955f80d487fa724d147411f8a33d690c9",,"2026-04-16T11:55:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T11:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","9846","S","MERRILL AVE","431",,,,"Y","MAINTENANCE","Y","2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","4","41.7156737162","-87.5710751581","POINT (-87.571075158081 41.715673716221)"
"2d505315bffee894941c1200d32a9c0a7383d3d4ffd5c3b078c6b65f0f0d9ef3d77e45e8d398a9f62e95aef31b2f49fa6f8372a82867990493ef9eb4e574e265",,"2026-04-16T11:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2026-04-16T12:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4835","S","KARLOV AVE","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","4","41.8049552762","-87.7258016148","POINT (-87.72580161482 41.804955276211)"
"eaecbedc89e9de86156bd12eac743baf6e5ec54f5a3e3b73a0d0e149fce9e29d7399632f7b19f16ea912773a88cf36a56bb23b609b8cf1308824e59b6bbe3f16",,"2026-04-16T11:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T12:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1714","W","RASCHER AVE","2012",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","4","41.9807978589","-87.6728373209","POINT (-87.67283732095 41.980797858896)"
"a588a7dfb5d8408d71475793a42b952df6ba6875236a5ef5211901a26f5e12feb5bb431c032e92362f04401c56f9a0e3f299c37c018d582931473f38fbedb57c",,"2026-04-16T11:25:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","REAR END","CENTER TURN LANE",,"STRAIGHT AND LEVEL","DRY","UNKNOWN",,"NO INJURY / DRIVE AWAY","Y",,"N","OVER $1,500","2026-04-16T13:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7839","S","STONY ISLAND AVE","411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","5","4","41.7521328254","-87.5853339356","POINT (-87.585333935636 41.752132825427)"
"d62b4d2bdeef230d101f400d480e071dd83637021c522b7f96559d761ed2baacff709be629ce054106fed6cbf16d6b4d244899be578849c09f5a03ae32d690ea",,"2026-04-16T11:08:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2026-04-16T11:10:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","7300","S","JEFFERY BLVD","333",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","5","0","11","5","4","41.7624913999","-87.5763675197","POINT (-87.576367519734 41.76249139992)"
"2e38caa9adf5d2679d9cf1529f8849a906612adbb84e4676704e25162f81bf39e3e3e974fbf0d44b923ab59b5abb39d6af81c4d18f7d44fe0bf198617f1b2803",,"2026-04-16T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-16T11:05:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1735","W","79TH ST","611",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","4","41.7501977827","-87.6672197709","POINT (-87.667219770863 41.750197782682)"
"a5af93049b13d340ded374479875a9f469c72fc78630f5ca8953eb758ad179a3097a495589e97938e5c46db0fe515bc34251e687fca3501fe383d196bf7dbeef",,"2026-04-16T10:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-16T11:00:00.000","EQUIPMENT - VEHICLE CONDITION","NOT APPLICABLE","639","W","61ST PL","711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","4","41.7824244458","-87.6415595179","POINT (-87.641559517892 41.782424445778)"
"b116a3dcc02d2b1d9a89683f91a30997b574804b6cd3cd02c319347100e6393c37afcdc78160633339290ace77c92bd21c061810a344ed9b92badb4974fda198",,"2026-04-16T10:45:00.000","30","TRAFFIC SIGNAL","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2026-04-16T11:21:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","800","E","71ST ST","321",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","4","41.7659788987","-87.6054638688","POINT (-87.605463868765 41.765978898721)"
"eef04793bff888521cd22481842817a2f4d44640c86f86e69c2b035bdeb6ac98575b2bb066412ab31a0e654cda194ff6103fc72033a8d863bb6fc5df5711ec2a",,"2026-04-16T10:43:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT ON HILLCREST","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T10:44:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","600","W","71ST ST","732",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","4","41.7653864258","-87.6396407617","POINT (-87.639640761723 41.765386425845)"
"9d0c075ede56e10e77bf2420f3a64632e3723e420e47b2afb19bd9c698e132b5572b4ca93bedf22a5faee719e1463a35f1637ac2bb5a860549634d0ced7b1087",,"2026-04-16T10:37:00.000","30","NO CONTROLS","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T11:35:00.000","UNABLE TO DETERMINE","FAILING TO YIELD RIGHT-OF-WAY","6900","S","ASHLAND AVE","735",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","4","41.7684549099","-87.664038433","POINT (-87.664038433009 41.768454909931)"
"6b111e57d7e3829ea4904f7a0b6bb1078ae48a40ffa403a2a4fe018e3be566b4cf6f11c8948df4f4b7097f680338098d0eae53a31b846b25722b3b08a3cefb2b",,"2026-04-16T10:27:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2026-04-16T10:27:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5014","S","CICERO AVE","814",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","4","41.8016601828","-87.7431383882","POINT (-87.743138388181 41.801660182788)"
"ced5d683b6bd05645ae33c657b8c30bf5cdcfa4e2a366124b0ad07d1b789a55689c24701b15d670bd92b7a7301bbda3517368ac70ca28ef0f9e4856879b0c85a",,"2026-04-16T10:25:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2026-04-16T10:31:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4500","W","MADISON ST","1113",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","4","41.8806910757","-87.7380381315","POINT (-87.738038131465 41.880691075693)"
"dbb0fad51264c2019215424a2b8d5ace06a4edfd98f64ce516d3f785c7eb46c55372d32c604e2c675aade778b9041613bacd8d9cf422bade5b3f33ec958ba295",,"2026-04-16T10:02:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN",,"NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-16T10:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3959","W","63RD ST","823",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","4","41.7785496928","-87.7226355143","POINT (-87.722635514302 41.778549692784)"
"38c8309ceda65bf95c1f51c02e706a6e90801e255b6d3e06a1b4d844752c18248e4d261317acfdbaa695ebf30bd47cdf2e4a66846296ef4037ec0f5b621c2147",,"2026-04-16T10:01:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","PARKING LOT",,"CURVE, LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2026-04-16T10:29:00.000","IMPROPER BACKING","NOT APPLICABLE","1457","N","HALSTED ST","1822",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","4","41.9080029546","-87.6480506174","POINT (-87.648050617433 41.908002954608)"
"b32788b4bc1166fbbc8c0e05f2b0178d6a6293f870dec1b726184d5a936c8b08a7b8728d680d7a39658d46fd2fc947c28ec76272fd35a59b6391478466d826f4",,"2026-04-16T10:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2026-04-16T10:01:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","2000","N","WOOD ST","1432",,,,,,,"3","REPORTED, NOT EVIDENT","3","0","0","0","3","2","0","10","5","4","41.9178924779","-87.6729097646","POINT (-87.672909764579 41.917892477866)"
"d2313d288d9427a4f09b88492552c31d8c6a7dee1b9681984d6ecbebc31dab3a2a383eb6d3b81ee180fbebb10b3977ba59f83080b96454068fd172e4be9a4df0",,"2026-04-16T09:55:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-17T09:20:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","5200","N","LAKE SHORE DR NB","2024",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.9766216279","-87.6507900262","POINT (-87.650790026249 41.976621627865)"
"d26ba12a7418d75be2a8895a771233a8627bf6803c5c68626674b560cb8daf63b5950f9d397ef37faf0fb8dc860fe55e12f0b8f706737be99c384a0b8f75b1a2",,"2026-04-16T09:42:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-16T15:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","5030","N","BROADWAY","2033",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.9736223427","-87.6599412437","POINT (-87.659941243732 41.973622342666)"
"29112dd4304a9d8e525a021ce4ed555498d69e0b4058cf4b79fad8ac7108abdc3febea7569d622c5b3d9c0b95ad9f34bf36ca54aba73b56b23b38c8511d8ef77",,"2026-04-16T09:35:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","OTHER",,"CURVE, LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T09:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1","W","TERMINAL ST","1651",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4",,,
"efd1bd0ac585b108ac607f3d7444d409503adb683f1b808bf4bded58b5dc2215f5a518688a875802f530d85d998b2639a136fddff6bb07d713c9c88a5897ff80",,"2026-04-16T09:30:00.000","30","TRAFFIC SIGNAL","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T10:10:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","2407","W","MARQUETTE RD","832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.7718620903","-87.6837553668","POINT (-87.683755366822 41.771862090268)"
"fdd27681c99f6d01ff7642d561929afe3f49720c96cd262accd87974b03dfee6c8a8f2f64f0ff97cd21c6ed896c4bf70141ae658bf45721e099a9693517bcb40",,"2026-04-16T09:10:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","OTHER","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T09:13:00.000","FAILING TO YIELD RIGHT-OF-WAY","FOLLOWING TOO CLOSELY","3331","W","ADDISON ST","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.9464733878","-87.7115542715","POINT (-87.711554271536 41.946473387839)"
"4743ce888a93db8b841a4535de7c51f9c02c288bf15751bd1f02ce84a4a93b8ae02f698a2c96c2f8f10928706338dbe7a97974fadb7aa65f25382af4ab806fdc",,"2026-04-16T09:07:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T09:07:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1528","W","87TH ST","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.7359186846","-87.66179093","POINT (-87.661790929972 41.735918684635)"
"870224613d3fa2aaf6d4e289f1f8a21f63b34e411a08539202e5eb02c740db4f4d35a69befd036840ab1797c808d8f19e1364dbf3a8db50925bfd52c830c8e8b",,"2026-04-16T09:07:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2026-04-16T09:07:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4111","W","WRIGHTWOOD AVE","2524",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.9279651873","-87.7299581709","POINT (-87.729958170923 41.927965187272)"
"8a0b4a5afdcc9132e9efc530648529b0b085dbd11bafed2d35f1480e01fb8b2b20e067d499dafeca10624e5ad7b701175b440db812d06b5344bf25dfc54c2d9a",,"2026-04-16T09:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","N",,,"$501 - $1,500","2026-04-16T09:09:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","3158","W","63RD ST","823",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","9","5","4","41.7790838026","-87.7030783019","POINT (-87.703078301863 41.779083802552)"
"4c7ad102c792ab62040352af33257eb62ce025d18bf756a7d724bafe7ceabb37e830cc6bc36abe8fe9092147c6459cbb0d288d78a573c5d063e22ec9d3ad5e23",,"2026-04-16T09:04:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2026-04-16T11:30:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","150","E","MARQUETTE RD","322","Y","Y",,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.7729825424","-87.6207410456","POINT (-87.620741045605 41.772982542371)"
"d88c87cf2f32012b6bc410a39ff702f1428382d0da40378e9491a24d972b70b625cf5217a61d3c4875b257572a0fdb4bc6d5b6dccc5ad6ddc7acea6d6db355db",,"2026-04-16T09:02:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","UNKNOWN","SIDESWIPE SAME DIRECTION","CENTER TURN LANE",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2026-04-16T09:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1600","E","79TH ST","411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.7516115233","-87.5855922843","POINT (-87.585592284288 41.751611523273)"
"1b3f7fc5f738343f73001752d4e766756e66ca095ed4c3e6cf386695a940ef23cd1f59689982c242e387a908875abbb60466ab716772dd98acc02e37547c6bed",,"2026-04-16T09:00:00.000","20","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2026-04-16T10:04:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5014","N","OAKLEY AVE","2031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","5","4","41.9727690079","-87.6867773682","POINT (-87.686777368173 41.972769007871)"
"c8fd4d19cac619d8cb79d6d0607f2af7191cc1650189a2fdf9d8df10141139d7c83e10eaf14ccff533f7213f129528d0fb8e68e7ebcbe58da43367ac9b085c52",,"2026-04-16T09:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2026-04-16T09:30:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","1844","N","LARAMIE AVE","2532",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","5","4","41.9142079267","-87.7559834089","POINT (-87.755983408903 41.914207926717)"
"ed0504a23705852d38823546e04dcbd43a643401f0e27e5cc7fbe2737d63554b678ff6d8a632eb0f39302459b8c9b1d81f7ba3dffa82c6d2fcc7e9ca6f80bd55",,"2026-04-16T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2026-04-16T14:45:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","310","E","47TH ST","215",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","4","41.809453867","-87.6190919653","POINT (-87.619091965315 41.809453866958)"
"c33bf2c95bc4bf3b69c830088d438fc0679f2cb49a0e0bc4e66e54ca92b5ebe87876e1d2f701e05f5cbdd1552eda7848a97536a9b591e5a725279bf6a813d8c9",,"2026-04-16T08:55:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2026-04-16T09:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1826","W","RICE ST","1212",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","5","4","41.8969949297","-87.673311839","POINT (-87.673311838993 41.896994929727)"
